ID,doi,Tipo,Nivel,Autor,Autores,Publicación / Proyecto,Editorial o Revista,Año,type_work,URL,journal_raw,project_role,XX,numero_autores,posicion_autor,tipo_proyecto,Puntaje,nombre_UAI,nombre_completo,Sinonimos,horas_investigacion,area,orcid,gscholar,name_end,promedio_horas,total_years_carga,year_inicio,Percentil,Reference,Reference_DT,Reference_k
60,NA,artículo WoS,Q2,"Cruzat, Claudia","Cruzat, Claudia; Diaz, Fernanda; Perez, C.E.; Lizana, Paula; Moore, Catalina; Simpson, S.; Oda, C.",Factor structure and reliability of the Multidimensional Body-Self Relations Questionnaire in Chilean youth,"Eating and Weight Disorders-Studies on Anorexia Bulimia and Obesity, Vol. 24, Nº2, pp. 339-350, abril 2019. Publicación online: 7 julio 2017.",2019,ARTICLE,NA,Eating and Weight Disorders-Studies on Anorexia Bulimia and Obesity,NA,NA,7,1,NA,75,"CRUZAT MANDICH, CLAUDIA VERÓNICA",Claudia . Cruzat A2,"Cruzat, C.; Cruzat-Mandich, C; Cruzat-Mandicha, C; Claudia Cruzat-Mandich; Claudia Cruzat-Mandich; Mandich, C.C.; Cruzat-Mandich, C.; Claudia Cruzat- Mandich; Claudia Veronica Cruzat-Mandich; Cruzat-Mandicha, C.; Claudia Cruzat; Cruzat-Mandich, Claudia",180,clínica,0000-0003-3477-8737,xzD91mEAAAAJ,0,202.5,3,2017,NA,"Cruzat, Claudia; Diaz, Fernanda; Perez, C.E.; Lizana, Paula; Moore, Catalina; Simpson, S.; Oda, C. (2019) Factor structure and reliability of the Multidimensional Body-Self Relations Questionnaire in Chilean youth. Eating and Weight Disorders-Studies on Anorexia Bulimia and Obesity, Vol. 24, Nº2, pp. 339-350, abril 2019. Publicación online: 7 julio 2017.","<a href="""" target=""_blank"">Cruzat, Claudia; Diaz, Fernanda; Perez, C.E.; Lizana, Paula; Moore, Catalina; Simpson, S.; Oda, C. (2019) Factor structure and reliability of the Multidimensional Body-Self Relations Questionnaire in Chilean youth. Eating and Weight Disorders-Studies on Anorexia Bulimia and Obesity, Vol. 24, Nº2, pp. 339-350, abril 2019. Publicación online: 7 julio 2017.</a>","[Cruzat, Claudia; Diaz, Fernanda; Perez, C.E.; Lizana, Paula; Moore, Catalina; Simpson, S.; Oda, C. (2019) Factor structure and reliability of the Multidimensional Body-Self Relations Questionnaire in Chilean youth. Eating and Weight Disorders-Studies on Anorexia Bulimia and Obesity, Vol. 24, Nº2, pp. 339-350, abril 2019. Publicación online: 7 julio 2017.]()"
60,NA,artículo WoS,Q2,"Diaz, Fernanda","Cruzat, Claudia; Diaz, Fernanda; Perez, C.E.; Lizana, Paula; Moore, Catalina; Simpson, S.; Oda, C.",Factor structure and reliability of the Multidimensional Body-Self Relations Questionnaire in Chilean youth,"Eating and Weight Disorders-Studies on Anorexia Bulimia and Obesity, Vol. 24, Nº2, pp. 339-350, abril 2019. Publicación online: 7 julio 2017.",2019,ARTICLE,NA,Eating and Weight Disorders-Studies on Anorexia Bulimia and Obesity,NA,NA,7,2,NA,75,"DÍAZ CASTRILLÓN, FERNANDA VIVIANA",Fernanda . Diaz A2,"Díaz, Fernanda; Díaz, F.; Diaz, F.; Fernanda Diaz; Diaz Fernanda; Díaz Fernanda; Diaz-Castrillon, Fernanda",180,clínica,0000-0003-4517-6803,LAmF-ZYAAAAJ,0,180,3,2017,NA,"Cruzat, Claudia; Diaz, Fernanda; Perez, C.E.; Lizana, Paula; Moore, Catalina; Simpson, S.; Oda, C. (2019) Factor structure and reliability of the Multidimensional Body-Self Relations Questionnaire in Chilean youth. Eating and Weight Disorders-Studies on Anorexia Bulimia and Obesity, Vol. 24, Nº2, pp. 339-350, abril 2019. Publicación online: 7 julio 2017.","<a href="""" target=""_blank"">Cruzat, Claudia; Diaz, Fernanda; Perez, C.E.; Lizana, Paula; Moore, Catalina; Simpson, S.; Oda, C. (2019) Factor structure and reliability of the Multidimensional Body-Self Relations Questionnaire in Chilean youth. Eating and Weight Disorders-Studies on Anorexia Bulimia and Obesity, Vol. 24, Nº2, pp. 339-350, abril 2019. Publicación online: 7 julio 2017.</a>","[Cruzat, Claudia; Diaz, Fernanda; Perez, C.E.; Lizana, Paula; Moore, Catalina; Simpson, S.; Oda, C. (2019) Factor structure and reliability of the Multidimensional Body-Self Relations Questionnaire in Chilean youth. Eating and Weight Disorders-Studies on Anorexia Bulimia and Obesity, Vol. 24, Nº2, pp. 339-350, abril 2019. Publicación online: 7 julio 2017.]()"
103,NA,artículo WoS,Q2,"Huepe, David","Contreras, L.; Huepe, David; Navarrete, Gorka",Magnitude and characteristics of revictimization through child sexual abuse in Chile,Legal and Criminological Psychology. Publicación online: 21 octubre 2019.,2019,ARTICLE,NA,NA,NA,NA,3,2,NA,75,"HUEPE ARTIGAS, DAVID ALEJANDRO",David . Huepe Artigas,"Huepe, D.; David Huepe; Huepe D.",180,básica,0000-0001-8351-5314,6wMud9YAAAAJ,0,187.5,3,2017,NA,"Contreras, L.; Huepe, David; Navarrete, Gorka (2019) Magnitude and characteristics of revictimization through child sexual abuse in Chile. Legal and Criminological Psychology. Publicación online: 21 octubre 2019.","<a href="""" target=""_blank"">Contreras, L.; Huepe, David; Navarrete, Gorka (2019) Magnitude and characteristics of revictimization through child sexual abuse in Chile. Legal and Criminological Psychology. Publicación online: 21 octubre 2019.</a>","[Contreras, L.; Huepe, David; Navarrete, Gorka (2019) Magnitude and characteristics of revictimization through child sexual abuse in Chile. Legal and Criminological Psychology. Publicación online: 21 octubre 2019.]()"
103,NA,artículo WoS,Q2,"Navarrete, Gorka","Contreras, L.; Huepe, David; Navarrete, Gorka",Magnitude and characteristics of revictimization through child sexual abuse in Chile,Legal and Criminological Psychology. Publicación online: 21 octubre 2019.,2019,ARTICLE,NA,NA,NA,NA,3,3,NA,75,"NAVARRETE GARCÍA, GORKA",Gorka . Navarrete García,"Gorka Navarrete; Navarrete, G.",180,básica,0000-0001-7678-8656,Bys2da0AAAAJ,0,180,3,2017,NA,"Contreras, L.; Huepe, David; Navarrete, Gorka (2019) Magnitude and characteristics of revictimization through child sexual abuse in Chile. Legal and Criminological Psychology. Publicación online: 21 octubre 2019.","<a href="""" target=""_blank"">Contreras, L.; Huepe, David; Navarrete, Gorka (2019) Magnitude and characteristics of revictimization through child sexual abuse in Chile. Legal and Criminological Psychology. Publicación online: 21 octubre 2019.</a>","[Contreras, L.; Huepe, David; Navarrete, Gorka (2019) Magnitude and characteristics of revictimization through child sexual abuse in Chile. Legal and Criminological Psychology. Publicación online: 21 octubre 2019.]()"
104,NA,artículo WoS,Q2,"Huepe, David","Neely-Prado, Alejandra; Navarrete, Gorke; Huepe, David",Socio-affective and cognitive predictors of social adaptation in vulnerable contexts,"PLoS One, Vol. 14, Nº6, artículo e0218236, 14 junio 2019.",2019,ARTICLE,NA,PLoS One,NA,NA,3,3,NA,75,"HUEPE ARTIGAS, DAVID ALEJANDRO",David . Huepe Artigas,"Huepe, D.; David Huepe; Huepe D.",180,básica,0000-0001-8351-5314,6wMud9YAAAAJ,0,187.5,3,2017,NA,"Neely-Prado, Alejandra; Navarrete, Gorke; Huepe, David (2019) Socio-affective and cognitive predictors of social adaptation in vulnerable contexts. PLoS One, Vol. 14, Nº6, artículo e0218236, 14 junio 2019.","<a href="""" target=""_blank"">Neely-Prado, Alejandra; Navarrete, Gorke; Huepe, David (2019) Socio-affective and cognitive predictors of social adaptation in vulnerable contexts. PLoS One, Vol. 14, Nº6, artículo e0218236, 14 junio 2019.</a>","[Neely-Prado, Alejandra; Navarrete, Gorke; Huepe, David (2019) Socio-affective and cognitive predictors of social adaptation in vulnerable contexts. PLoS One, Vol. 14, Nº6, artículo e0218236, 14 junio 2019.]()"
113,NA,artículo WoS,Q2,"Ibanez, Agustin","Ibanez, Agustin; Garcia, A.M.; Sedeno, L.; Murcia, E.H.; Couto, B.","A lesion-proof brain? Multidimensional sensorimotor, cognitive, and socio-affective preservation despite extensive damage in a stroke pacient","Frontiers in Aging Neuroscience, Vol. 8, artículo 2016.00335, 10 enero 2017.",2017,ARTICLE,NA,Frontiers in Aging Neuroscience,NA,NA,5,1,NA,75,"IBÁÑEZ , AGUSTÍN",Agustín . Ibáñez Barrasi,"Ibanez, A.; Agustin Ibanez",270,básica,0000-0001-6758-5101,Jp5SxoIAAAAJ,0,270,3,2017,NA,"Ibanez, Agustin; Garcia, A.M.; Sedeno, L.; Murcia, E.H.; Couto, B. (2017) A lesion-proof brain? Multidimensional sensorimotor, cognitive, and socio-affective preservation despite extensive damage in a stroke pacient. Frontiers in Aging Neuroscience, Vol. 8, artículo 2016.00335, 10 enero 2017.","<a href="""" target=""_blank"">Ibanez, Agustin; Garcia, A.M.; Sedeno, L.; Murcia, E.H.; Couto, B. (2017) A lesion-proof brain? Multidimensional sensorimotor, cognitive, and socio-affective preservation despite extensive damage in a stroke pacient. Frontiers in Aging Neuroscience, Vol. 8, artículo 2016.00335, 10 enero 2017.</a>","[Ibanez, Agustin; Garcia, A.M.; Sedeno, L.; Murcia, E.H.; Couto, B. (2017) A lesion-proof brain? Multidimensional sensorimotor, cognitive, and socio-affective preservation despite extensive damage in a stroke pacient. Frontiers in Aging Neuroscience, Vol. 8, artículo 2016.00335, 10 enero 2017.]()"
115,NA,artículo WoS,Q2,"Ibanez, Agustin","Garcia-Cordero, I.; Esteves, S.; Mikulan, E.P.; Baglivo, F.H.; Silva, W.; Ibanez, Agustin","Attention, in and out: Scalp-level and intracranial EEG correlates of interoception and exteroception","Frontiers in Neuroscience, Vol. 11, artículo 411, 19 julio 2017.",2017,ARTICLE,NA,Frontiers in Neuroscience,NA,NA,6,6,NA,75,"IBÁÑEZ , AGUSTÍN",Agustín . Ibáñez Barrasi,"Ibanez, A.; Agustin Ibanez",270,básica,0000-0001-6758-5101,Jp5SxoIAAAAJ,0,270,3,2017,NA,"Garcia-Cordero, I.; Esteves, S.; Mikulan, E.P.; Baglivo, F.H.; Silva, W.; Ibanez, Agustin (2017) Attention, in and out: Scalp-level and intracranial EEG correlates of interoception and exteroception. Frontiers in Neuroscience, Vol. 11, artículo 411, 19 julio 2017.","<a href="""" target=""_blank"">Garcia-Cordero, I.; Esteves, S.; Mikulan, E.P.; Baglivo, F.H.; Silva, W.; Ibanez, Agustin (2017) Attention, in and out: Scalp-level and intracranial EEG correlates of interoception and exteroception. Frontiers in Neuroscience, Vol. 11, artículo 411, 19 julio 2017.</a>","[Garcia-Cordero, I.; Esteves, S.; Mikulan, E.P.; Baglivo, F.H.; Silva, W.; Ibanez, Agustin (2017) Attention, in and out: Scalp-level and intracranial EEG correlates of interoception and exteroception. Frontiers in Neuroscience, Vol. 11, artículo 411, 19 julio 2017.]()"
116,NA,artículo WoS,Q2,"Ibanez, Agustin","Trujillo, S.P.; Valencia, S.; Trujillo, N.; Ugarriza, J.E.; Ibanez, Agustin",Atypical modulations of N170 component during emotional processing and their links to social behaviors in ex-combatants,"Frontiers in Human Neuroscience, Vol. 11, artículo 244, 23 mayo 2017.",2017,ARTICLE,NA,Frontiers in Human Neuroscience,NA,NA,5,5,NA,75,"IBÁÑEZ , AGUSTÍN",Agustín . Ibáñez Barrasi,"Ibanez, A.; Agustin Ibanez",270,básica,0000-0001-6758-5101,Jp5SxoIAAAAJ,0,270,3,2017,NA,"Trujillo, S.P.; Valencia, S.; Trujillo, N.; Ugarriza, J.E.; Ibanez, Agustin (2017) Atypical modulations of N170 component during emotional processing and their links to social behaviors in ex-combatants. Frontiers in Human Neuroscience, Vol. 11, artículo 244, 23 mayo 2017.","<a href="""" target=""_blank"">Trujillo, S.P.; Valencia, S.; Trujillo, N.; Ugarriza, J.E.; Ibanez, Agustin (2017) Atypical modulations of N170 component during emotional processing and their links to social behaviors in ex-combatants. Frontiers in Human Neuroscience, Vol. 11, artículo 244, 23 mayo 2017.</a>","[Trujillo, S.P.; Valencia, S.; Trujillo, N.; Ugarriza, J.E.; Ibanez, Agustin (2017) Atypical modulations of N170 component during emotional processing and their links to social behaviors in ex-combatants. Frontiers in Human Neuroscience, Vol. 11, artículo 244, 23 mayo 2017.]()"
117,NA,artículo WoS,Q2,"Ibanez, Agustin","Parra, M.A.; Mikulan, E.; Trujillo, N.; Della Salla, S.; Ibanez, Agustin",Brain information sharing during visual short-term memory binding yields a memory biomarker for familial Alzheimer's disease,"Current Alzheimer Research, Vol. 14, Nº12, pp. 1335-1347, 2017.",2017,ARTICLE,NA,Current Alzheimer Research,NA,NA,5,5,NA,75,"IBÁÑEZ , AGUSTÍN",Agustín . Ibáñez Barrasi,"Ibanez, A.; Agustin Ibanez",270,básica,0000-0001-6758-5101,Jp5SxoIAAAAJ,0,270,3,2017,NA,"Parra, M.A.; Mikulan, E.; Trujillo, N.; Della Salla, S.; Ibanez, Agustin (2017) Brain information sharing during visual short-term memory binding yields a memory biomarker for familial Alzheimer's disease. Current Alzheimer Research, Vol. 14, Nº12, pp. 1335-1347, 2017.","<a href="""" target=""_blank"">Parra, M.A.; Mikulan, E.; Trujillo, N.; Della Salla, S.; Ibanez, Agustin (2017) Brain information sharing during visual short-term memory binding yields a memory biomarker for familial Alzheimer's disease. Current Alzheimer Research, Vol. 14, Nº12, pp. 1335-1347, 2017.</a>","[Parra, M.A.; Mikulan, E.; Trujillo, N.; Della Salla, S.; Ibanez, Agustin (2017) Brain information sharing during visual short-term memory binding yields a memory biomarker for familial Alzheimer's disease. Current Alzheimer Research, Vol. 14, Nº12, pp. 1335-1347, 2017.]()"
121,NA,artículo WoS,Q2,"Ibanez, Agustin","Ibanez, Agustin; Birba, A.; Hesse, E.; Sedeno, L.; Mikulan, E.P.; Garcia, M. del C.; Avalos, J.; Adolfi, F.",Enhanced working memory binding by direct electrical stimulation of the parietal cortex,"Frontiers in Aging Neuroscience, Vol. 9, artículo 178, 8 junio 2017.",2017,ARTICLE,NA,Frontiers in Aging Neuroscience,NA,NA,8,1,NA,75,"IBÁÑEZ , AGUSTÍN",Agustín . Ibáñez Barrasi,"Ibanez, A.; Agustin Ibanez",270,básica,0000-0001-6758-5101,Jp5SxoIAAAAJ,0,270,3,2017,NA,"Ibanez, Agustin; Birba, A.; Hesse, E.; Sedeno, L.; Mikulan, E.P.; Garcia, M. del C.; Avalos, J.; Adolfi, F. (2017) Enhanced working memory binding by direct electrical stimulation of the parietal cortex. Frontiers in Aging Neuroscience, Vol. 9, artículo 178, 8 junio 2017.","<a href="""" target=""_blank"">Ibanez, Agustin; Birba, A.; Hesse, E.; Sedeno, L.; Mikulan, E.P.; Garcia, M. del C.; Avalos, J.; Adolfi, F. (2017) Enhanced working memory binding by direct electrical stimulation of the parietal cortex. Frontiers in Aging Neuroscience, Vol. 9, artículo 178, 8 junio 2017.</a>","[Ibanez, Agustin; Birba, A.; Hesse, E.; Sedeno, L.; Mikulan, E.P.; Garcia, M. del C.; Avalos, J.; Adolfi, F. (2017) Enhanced working memory binding by direct electrical stimulation of the parietal cortex. Frontiers in Aging Neuroscience, Vol. 9, artículo 178, 8 junio 2017.]()"
122,NA,artículo WoS,Q2,"Ibanez, Agustin","Ibanez, Agustin; Garcia, A.M.; Sedeno, L.; Trujillo, N.; Bocanegra, Y.; Gomez, D.; Pineda, D.; Villegas, A.; Munoz, E.; Arias, W.",Language deficits as a preclinical window into Parkinson’s Disease: Evidence from asymptomatic Parkin and Dardarin mutation carriers,"Journal of the International Neuropsychological Society, Vol. 23, Nº2, pp. 150-158, febrero 2017.",2017,ARTICLE,NA,Journal of the International Neuropsychological Society,NA,NA,10,1,NA,75,"IBÁÑEZ , AGUSTÍN",Agustín . Ibáñez Barrasi,"Ibanez, A.; Agustin Ibanez",270,básica,0000-0001-6758-5101,Jp5SxoIAAAAJ,0,270,3,2017,NA,"Ibanez, Agustin; Garcia, A.M.; Sedeno, L.; Trujillo, N.; Bocanegra, Y.; Gomez, D.; Pineda, D.; Villegas, A.; Munoz, E.; Arias, W. (2017) Language deficits as a preclinical window into Parkinson’s Disease: Evidence from asymptomatic Parkin and Dardarin mutation carriers. Journal of the International Neuropsychological Society, Vol. 23, Nº2, pp. 150-158, febrero 2017.","<a href="""" target=""_blank"">Ibanez, Agustin; Garcia, A.M.; Sedeno, L.; Trujillo, N.; Bocanegra, Y.; Gomez, D.; Pineda, D.; Villegas, A.; Munoz, E.; Arias, W. (2017) Language deficits as a preclinical window into Parkinson’s Disease: Evidence from asymptomatic Parkin and Dardarin mutation carriers. Journal of the International Neuropsychological Society, Vol. 23, Nº2, pp. 150-158, febrero 2017.</a>","[Ibanez, Agustin; Garcia, A.M.; Sedeno, L.; Trujillo, N.; Bocanegra, Y.; Gomez, D.; Pineda, D.; Villegas, A.; Munoz, E.; Arias, W. (2017) Language deficits as a preclinical window into Parkinson’s Disease: Evidence from asymptomatic Parkin and Dardarin mutation carriers. Journal of the International Neuropsychological Society, Vol. 23, Nº2, pp. 150-158, febrero 2017.]()"
128,NA,artículo WoS,Q2,"Ibanez, Agustin","Ibanez, Agustin; Abrevaya S.; Sedeno L.; Fitipaldia S.; Pineda D.; Lopera F.; Buritica O.; Villegas A.",The road less traveled: Alternative pathways for action-verb processing in Parkinson's disease,"Journal of Alzheimer's Disease, Vol. 55, Nº 4, pp. 1429-1435, 2017.",2017,ARTICLE,NA,Journal of Alzheimer's Disease,NA,NA,8,1,NA,75,"IBÁÑEZ , AGUSTÍN",Agustín . Ibáñez Barrasi,"Ibanez, A.; Agustin Ibanez",270,básica,0000-0001-6758-5101,Jp5SxoIAAAAJ,0,270,3,2017,NA,"Ibanez, Agustin; Abrevaya S.; Sedeno L.; Fitipaldia S.; Pineda D.; Lopera F.; Buritica O.; Villegas A. (2017) The road less traveled: Alternative pathways for action-verb processing in Parkinson's disease. Journal of Alzheimer's Disease, Vol. 55, Nº 4, pp. 1429-1435, 2017.","<a href="""" target=""_blank"">Ibanez, Agustin; Abrevaya S.; Sedeno L.; Fitipaldia S.; Pineda D.; Lopera F.; Buritica O.; Villegas A. (2017) The road less traveled: Alternative pathways for action-verb processing in Parkinson's disease. Journal of Alzheimer's Disease, Vol. 55, Nº 4, pp. 1429-1435, 2017.</a>","[Ibanez, Agustin; Abrevaya S.; Sedeno L.; Fitipaldia S.; Pineda D.; Lopera F.; Buritica O.; Villegas A. (2017) The road less traveled: Alternative pathways for action-verb processing in Parkinson's disease. Journal of Alzheimer's Disease, Vol. 55, Nº 4, pp. 1429-1435, 2017.]()"
132,NA,artículo WoS,Q2,"Martinez-Pernia, David","Martinez-Pernia, David; Nunez, J.; Del Blanco, A.; Ruiz, A.; Velasquez, J.; Gomez, M.; Blesius, C.R.; Ibanez, Agustin; Fernandez, B.; Slachevsky, A.",Using game authoring platforms to develop screen-based simulated functional assessments in persons with executive dysfunction following traumatic brain injury,"Journal of Biomedical Informatics, Vol. 74, pp. 71-84, octubre 2017.",2017,ARTICLE,NA,Journal of Biomedical Informatics,NA,NA,10,1,NA,75,"MARTÍNEZ PERNÍA, DAVID",David . Martínez-Pernia,"Martínez-Pernia, D; Martínez-Pernia, D.; Martinez-Pernia, David; Martínez-Pernia, David; Martínez-Pernía, David",180,clínica,0000-0003-2830-7920,NA,0,180,1,2019,NA,"Martinez-Pernia, David; Nunez, J.; Del Blanco, A.; Ruiz, A.; Velasquez, J.; Gomez, M.; Blesius, C.R.; Ibanez, Agustin; Fernandez, B.; Slachevsky, A. (2017) Using game authoring platforms to develop screen-based simulated functional assessments in persons with executive dysfunction following traumatic brain injury. Journal of Biomedical Informatics, Vol. 74, pp. 71-84, octubre 2017.","<a href="""" target=""_blank"">Martinez-Pernia, David; Nunez, J.; Del Blanco, A.; Ruiz, A.; Velasquez, J.; Gomez, M.; Blesius, C.R.; Ibanez, Agustin; Fernandez, B.; Slachevsky, A. (2017) Using game authoring platforms to develop screen-based simulated functional assessments in persons with executive dysfunction following traumatic brain injury. Journal of Biomedical Informatics, Vol. 74, pp. 71-84, octubre 2017.</a>","[Martinez-Pernia, David; Nunez, J.; Del Blanco, A.; Ruiz, A.; Velasquez, J.; Gomez, M.; Blesius, C.R.; Ibanez, Agustin; Fernandez, B.; Slachevsky, A. (2017) Using game authoring platforms to develop screen-based simulated functional assessments in persons with executive dysfunction following traumatic brain injury. Journal of Biomedical Informatics, Vol. 74, pp. 71-84, octubre 2017.]()"
132,NA,artículo WoS,Q2,"Ibanez, Agustin","Martinez-Pernia, David; Nunez, J.; Del Blanco, A.; Ruiz, A.; Velasquez, J.; Gomez, M.; Blesius, C.R.; Ibanez, Agustin; Fernandez, B.; Slachevsky, A.",Using game authoring platforms to develop screen-based simulated functional assessments in persons with executive dysfunction following traumatic brain injury,"Journal of Biomedical Informatics, Vol. 74, pp. 71-84, octubre 2017.",2017,ARTICLE,NA,Journal of Biomedical Informatics,NA,NA,10,8,NA,75,"IBÁÑEZ , AGUSTÍN",Agustín . Ibáñez Barrasi,"Ibanez, A.; Agustin Ibanez",270,básica,0000-0001-6758-5101,Jp5SxoIAAAAJ,0,270,3,2017,NA,"Martinez-Pernia, David; Nunez, J.; Del Blanco, A.; Ruiz, A.; Velasquez, J.; Gomez, M.; Blesius, C.R.; Ibanez, Agustin; Fernandez, B.; Slachevsky, A. (2017) Using game authoring platforms to develop screen-based simulated functional assessments in persons with executive dysfunction following traumatic brain injury. Journal of Biomedical Informatics, Vol. 74, pp. 71-84, octubre 2017.","<a href="""" target=""_blank"">Martinez-Pernia, David; Nunez, J.; Del Blanco, A.; Ruiz, A.; Velasquez, J.; Gomez, M.; Blesius, C.R.; Ibanez, Agustin; Fernandez, B.; Slachevsky, A. (2017) Using game authoring platforms to develop screen-based simulated functional assessments in persons with executive dysfunction following traumatic brain injury. Journal of Biomedical Informatics, Vol. 74, pp. 71-84, octubre 2017.</a>","[Martinez-Pernia, David; Nunez, J.; Del Blanco, A.; Ruiz, A.; Velasquez, J.; Gomez, M.; Blesius, C.R.; Ibanez, Agustin; Fernandez, B.; Slachevsky, A. (2017) Using game authoring platforms to develop screen-based simulated functional assessments in persons with executive dysfunction following traumatic brain injury. Journal of Biomedical Informatics, Vol. 74, pp. 71-84, octubre 2017.]()"
141,NA,artículo WoS,Q2,"Ibanez, Agustin","Ibanez, Agustin; Birba, A.; Sedeno, L.; Ferrari, J.; Gracia, A.M.; Zimerman, M.",Non-invasive brain stimulation. A new strategy in mild cognitive impairment?,"Frontiers in Aging Neuroscience, Vol. 9, artículo 16, 13 febrero 2017.",2017,NA,NA,Frontiers in Aging Neuroscience,NA,NA,6,1,NA,75,"IBÁÑEZ , AGUSTÍN",Agustín . Ibáñez Barrasi,"Ibanez, A.; Agustin Ibanez",270,básica,0000-0001-6758-5101,Jp5SxoIAAAAJ,0,270,3,2017,NA,"Ibanez, Agustin; Birba, A.; Sedeno, L.; Ferrari, J.; Gracia, A.M.; Zimerman, M. (2017) Non-invasive brain stimulation. A new strategy in mild cognitive impairment?. Frontiers in Aging Neuroscience, Vol. 9, artículo 16, 13 febrero 2017.","<a href="""" target=""_blank"">Ibanez, Agustin; Birba, A.; Sedeno, L.; Ferrari, J.; Gracia, A.M.; Zimerman, M. (2017) Non-invasive brain stimulation. A new strategy in mild cognitive impairment?. Frontiers in Aging Neuroscience, Vol. 9, artículo 16, 13 febrero 2017.</a>","[Ibanez, Agustin; Birba, A.; Sedeno, L.; Ferrari, J.; Gracia, A.M.; Zimerman, M. (2017) Non-invasive brain stimulation. A new strategy in mild cognitive impairment?. Frontiers in Aging Neuroscience, Vol. 9, artículo 16, 13 febrero 2017.]()"
146,NA,artículo WoS,Q2,"Ibanez, Agustin","Cervetto, S.; Abrevaya, S.; Caro, M.M.; Kozono, G.; Munoz, E.; Ferrari, J.; Sedeno, L.; Ibanez, Agustin; Garcia, A.M.",Action Semantics at the Bottom of the Brain: Insights From Dysplastic Cerebellar Gangliocytoma,"Frontiers in Psychology, Vol. 9, artículo 1194, 12 julio 2018.",2018,ARTICLE,NA,Frontiers in Psychology,NA,NA,9,8,NA,75,"IBÁÑEZ , AGUSTÍN",Agustín . Ibáñez Barrasi,"Ibanez, A.; Agustin Ibanez",270,básica,0000-0001-6758-5101,Jp5SxoIAAAAJ,0,270,3,2017,NA,"Cervetto, S.; Abrevaya, S.; Caro, M.M.; Kozono, G.; Munoz, E.; Ferrari, J.; Sedeno, L.; Ibanez, Agustin; Garcia, A.M. (2018) Action Semantics at the Bottom of the Brain: Insights From Dysplastic Cerebellar Gangliocytoma. Frontiers in Psychology, Vol. 9, artículo 1194, 12 julio 2018.","<a href="""" target=""_blank"">Cervetto, S.; Abrevaya, S.; Caro, M.M.; Kozono, G.; Munoz, E.; Ferrari, J.; Sedeno, L.; Ibanez, Agustin; Garcia, A.M. (2018) Action Semantics at the Bottom of the Brain: Insights From Dysplastic Cerebellar Gangliocytoma. Frontiers in Psychology, Vol. 9, artículo 1194, 12 julio 2018.</a>","[Cervetto, S.; Abrevaya, S.; Caro, M.M.; Kozono, G.; Munoz, E.; Ferrari, J.; Sedeno, L.; Ibanez, Agustin; Garcia, A.M. (2018) Action Semantics at the Bottom of the Brain: Insights From Dysplastic Cerebellar Gangliocytoma. Frontiers in Psychology, Vol. 9, artículo 1194, 12 julio 2018.]()"
147,NA,artículo WoS,Q2,"Ibanez, Agustin","Ibanez, Agustin; Garcia, A.M.; Bocanegra, Y.; Herrera, E.; Pino, M.",Action-semantic and syntactic deficits in subjects at risk for Huntington's disease,"Journal of Neuropsychology, Vol. 12, Nº3, pp. 389-408, septiembre 2018.",2018,ARTICLE,NA,Journal of Neuropsychology,NA,NA,5,1,NA,75,"IBÁÑEZ , AGUSTÍN",Agustín . Ibáñez Barrasi,"Ibanez, A.; Agustin Ibanez",270,básica,0000-0001-6758-5101,Jp5SxoIAAAAJ,0,270,3,2017,NA,"Ibanez, Agustin; Garcia, A.M.; Bocanegra, Y.; Herrera, E.; Pino, M. (2018) Action-semantic and syntactic deficits in subjects at risk for Huntington's disease. Journal of Neuropsychology, Vol. 12, Nº3, pp. 389-408, septiembre 2018.","<a href="""" target=""_blank"">Ibanez, Agustin; Garcia, A.M.; Bocanegra, Y.; Herrera, E.; Pino, M. (2018) Action-semantic and syntactic deficits in subjects at risk for Huntington's disease. Journal of Neuropsychology, Vol. 12, Nº3, pp. 389-408, septiembre 2018.</a>","[Ibanez, Agustin; Garcia, A.M.; Bocanegra, Y.; Herrera, E.; Pino, M. (2018) Action-semantic and syntactic deficits in subjects at risk for Huntington's disease. Journal of Neuropsychology, Vol. 12, Nº3, pp. 389-408, septiembre 2018.]()"
